system:index,AHGFL1,AHGFL2,AL26EP,AL26EP_ERR,AL26NC,AL26NC_ERR,AL26NP,AL26NP_ERR,ALAMS,ALCORR,ALPROD,ALSELF,ALSNOW,ALSTND,ALTOPO,ALTOTS,AREA,AUTHOR,BASIN,BE10EP,BE10EP_ERR,BE10NC,BE10NC_ERR,BE10NP,BE10NP_ERR,BEAMS,BECORR,BEPROD,BESELF,BESNOW,BESTND,BETOPO,BETOTS,CNTRY,CORDS_ELEV,CRN_SUBCMP,DBDOI,DBVERNO,DIV_ADMIN,DIV_OTHER,EAL_ERR,EAL_GCMYR,EAL_MMKYR,EBE_ERR,EBE_GCMYR,EBE_MMKYR,ELEVATION,ELEV_AVE,ELEV_STD,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,IBRACODE,IBRAREGION,IGSNID,ISL_NAME,LAKE,MATERIAL,METASITEID,OAID,OBSID1,OBSID2,PROJECTION,PROJEPSGID,PUBYEAR,REFDBID,REFDOI,REFID,REGION_INT,REGION_REG,RIVDIV,RIVNAME,SITEID,SITE_COMMT,SIZEMAX,SIZEMIN,SLP_AVE,SLP_STD,SMPID,SMP_COMMT,SMP_DAY,SMP_MONTH,SMP_YEAR,STUDYID,X_WGS84,Y_WGS84,mean,realid,.geo
000100000000000008b9,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.91,Linari,ND,-9999.99,-9999.99,344000.0,8290.0,344000.0,8290.0,LLNL-CAMS,1.0,1.344,1.0,1.0,07KNSTD,0.996,1.339,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.45,0.00289,10.92,-9999.99,502.4,57.07,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,2.5E-4,5.9E-4,6.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS014,CS-04,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02498a,NA,2000,850,210.64,100.68,CRNSM02772,NA,-9999,-9999,-9999,S154,-80.858121,36.474667,1173.419642857143,3976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008ba,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.91,Linari,ND,-9999.99,-9999.99,310000.0,6620.0,310000.0,6620.0,LLNL-CAMS,1.0,1.344,1.0,1.0,07KNSTD,0.996,1.339,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.73,0.00323,12.2,-9999.99,502.4,57.07,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,2.8E-4,6.6E-4,7.2E-4,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS016,CS-04,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02498a,NA,0,9000,210.64,100.68,CRNSM02774,NA,-9999,-9999,-9999,S154,-80.858121,36.474667,1173.419642857143,3977,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008bb,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.91,Linari,ND,-9999.99,-9999.99,301000.0,7270.0,301000.0,7270.0,LLNL-CAMS,1.0,1.344,1.0,1.0,07KNSTD,0.996,1.339,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.83,0.00334,12.59,-9999.99,502.4,57.07,-9.99999,-9.99999,-9.99999,-9.99999,9.0E-5,2.9E-4,6.8E-4,7.5E-4,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS015,CS-04,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02498a,NA,9000,2000,210.64,100.68,CRNSM02773,NA,-9999,-9999,-9999,S154,-80.858121,36.474667,1173.419642857143,3978,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000790,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.25,Linari,ND,10.3,0.8,480000.0,11800.0,480000.0,11800.0,LLNL-CAMS,1.0,1.313,1.0,1.0,07KNSTD,0.998,1.31,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.67,0.00198,7.46,-9999.99,469.88,45.36,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-5,1.6E-4,4.1E-4,4.4E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS017,CS-05,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02499a,NA,850,250,124.27,95.88,CRNSM02775,NA,-9999,-9999,-9999,S154,-80.856519,36.474705,1163.8893154190662,3575,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000006a9,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.75,Linari,ND,24.3,1.7,239000.0,3510.0,239000.0,3510.0,LLNL-CAMS,1.0,1.469,1.0,1.0,07KNSTD,0.993,1.459,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.84,0.00462,17.45,-9999.99,598.59,113.31,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,4.0E-4,9.3E-4,0.00102,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS018,CS-06,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02500a,NA,850,250,244.28,122.55,CRNSM02776,NA,-9999,-9999,-9999,S154,-80.858848,36.538844,1162.9535603715171,3219,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000006d1,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.75,Linari,ND,-9999.99,-9999.99,225000.0,5100.0,225000.0,5100.0,LLNL-CAMS,1.0,1.469,1.0,1.0,07KNSTD,0.993,1.459,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.1,0.00493,18.59,-9999.99,598.59,113.31,-9.99999,-9.99999,-9.99999,-9.99999,1.2E-4,4.3E-4,9.9E-4,0.00109,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS020,CS-06,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02500a,NA,9000,2000,244.28,122.55,CRNSM02778,NA,-9999,-9999,-9999,S154,-80.858848,36.538844,1162.9535603715171,3286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000749,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.75,Linari,ND,-9999.99,-9999.99,266000.0,5680.0,266000.0,5680.0,LLNL-CAMS,1.0,1.469,1.0,1.0,07KNSTD,0.993,1.459,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.43,0.00413,15.59,-9999.99,598.59,113.31,-9.99999,-9.99999,-9.99999,-9.99999,9.0E-5,3.5E-4,8.3E-4,9.1E-4,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS021,CS-06,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02500a,NA,0,9000,244.28,122.55,CRNSM02779,NA,-9999,-9999,-9999,S154,-80.858848,36.538844,1162.9535603715171,3474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000074f,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.75,Linari,ND,-9999.99,-9999.99,220000.0,5400.0,220000.0,5400.0,LLNL-CAMS,1.0,1.469,1.0,1.0,07KNSTD,0.993,1.459,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.2,0.00504,19.03,-9999.99,598.59,113.31,-9.99999,-9.99999,-9.99999,-9.99999,1.3E-4,4.5E-4,0.00101,0.00111,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS019,CS-06,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02500a,NA,2000,850,244.28,122.55,CRNSM02777,NA,-9999,-9999,-9999,S154,-80.858848,36.538844,1162.9535603715171,3481,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000381,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.89,Linari,ND,12.6,1.0,481000.0,12400.0,481000.0,12400.0,LLNL-CAMS,1.0,1.695,1.0,1.0,07KNSTD,0.983,1.668,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.03,0.00251,9.46,-9999.99,760.92,148.38,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,1.7E-4,5.1E-4,5.4E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS022,CS-07,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02501a,NA,850,250,370.58,168.51,CRNSM02780,NA,-9999,-9999,-9999,S154,-80.801451,36.563932,1187.0283911671925,1651,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.89,Linari,ND,-9999.99,-9999.99,287000.0,7810.0,287000.0,7810.0,LLNL-CAMS,1.0,1.695,1.0,1.0,07KNSTD,0.983,1.668,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.52,0.00433,16.34,-9999.99,760.92,148.38,-9.99999,-9.99999,-9.99999,-9.99999,1.2E-4,3.4E-4,8.6E-4,9.3E-4,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS024,CS-07,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02501a,NA,9000,2000,370.58,168.51,CRNSM02782,NA,-9999,-9999,-9999,S154,-80.801451,36.563932,1187.0283911671925,1718,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003a9,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.89,Linari,ND,-9999.99,-9999.99,248000.0,4400.0,248000.0,4400.0,LLNL-CAMS,1.0,1.695,1.0,1.0,07KNSTD,0.983,1.668,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.08,0.00505,19.04,-9999.99,760.92,148.38,-9.99999,-9.99999,-9.99999,-9.99999,9.0E-5,4.0E-4,0.001,0.00108,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000094,S154WTS025,CS-07,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02501a,NA,0,9000,370.58,168.51,CRNSM02783,NA,-9999,-9999,-9999,S154,-80.801451,36.563932,1187.0283911671925,1726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003ad,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.89,Linari,ND,-9999.99,-9999.99,355000.0,9450.0,355000.0,9450.0,LLNL-CAMS,1.0,1.695,1.0,1.0,07KNSTD,0.983,1.668,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.81,0.00346,13.06,-9999.99,760.92,148.38,-9.99999,-9.99999,-9.99999,-9.99999,1.0E-4,2.6E-4,6.9E-4,7.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS023,CS-07,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02501a,NA,2000,850,370.58,168.51,CRNSM02781,NA,-9999,-9999,-9999,S154,-80.801451,36.563932,1187.0283911671925,1735,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007a5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,3.81,Linari,ND,9.3,0.8,682000.0,16200.0,682000.0,16200.0,LLNL-CAMS,1.0,1.782,1.0,1.0,07KNSTD,1.0,1.782,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.48,0.00184,6.95,-9999.99,852.71,24.04,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-5,1.1E-4,3.7E-4,3.9E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS026,CS-08,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02502a,NA,850,250,69.39,31.41,CRNSM02784,NA,-9999,-9999,-9999,S154,-80.790872,36.616515,1178.1375886524822,3601,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000008c1,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.85,Linari,ND,15.6,1.2,378000.0,8190.0,378000.0,8190.0,LLNL-CAMS,1.0,1.544,1.0,1.0,07KNSTD,0.999,1.543,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.47,0.003,11.34,-9999.99,701.47,19.31,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,2.3E-4,6.1E-4,6.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS028,CS-10,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02503a,NA,850,250,106.83,49.96,CRNSM02786,NA,-9999,-9999,-9999,S154,-82.405514,35.358066,1374.5766871165645,3985,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005d8,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,17.86,Linari,ND,17.6,1.4,356000.0,8320.0,356000.0,8320.0,SUERC,1.0,1.663,1.0,1.0,07KNSTD,0.998,1.66,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.79,0.00344,12.97,-9999.99,798.02,82.56,-9.99999,-9.99999,-9.99999,-9.99999,8.0E-5,2.6E-4,6.9E-4,7.4E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS029,CS-11,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02504a,NA,850,250,165.98,82.12,CRNSM02787,NA,-9999,-9999,-9999,S154,-82.324807,35.321329,1472.323057953144,2859,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000075a,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.2,Linari,ND,23.0,1.8,252000.0,8500.0,252000.0,8500.0,SUERC,1.0,1.454,1.0,1.0,07KNSTD,0.994,1.446,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.64,0.00434,16.36,-9999.99,627.17,142.02,-9.99999,-9.99999,-9.99999,-9.99999,1.5E-4,3.8E-4,8.7E-4,9.6E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS030,CS-12,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02505a,NA,850,250,249.7,113.3,CRNSM02788,NA,-9999,-9999,-9999,S154,-82.2911,35.2889,1447.5065963060686,3499,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007e7,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,3.38,Linari,ND,14.1,1.2,339000.0,12500.0,339000.0,12500.0,LLNL-CAMS,1.0,1.184,1.0,1.0,07KNSTD,0.999,1.183,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.28,0.00261,9.84,-9999.99,372.41,61.99,-9.99999,-9.99999,-9.99999,-9.99999,1.0E-4,2.4E-4,5.4E-4,6.0E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS031,CS-13,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02506a,NA,850,250,105.42,74.51,CRNSM02789,NA,-9999,-9999,-9999,S154,-82.218907,35.312955,1399.0164880461666,3688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000080e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.6,Linari,ND,49.2,3.6,121000.0,3610.0,121000.0,3610.0,LLNL-CAMS,1.0,1.519,1.0,1.0,07KNSTD,0.985,1.497,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,8.01,0.00961,36.27,-9999.99,666.8,132.45,-9.99999,-9.99999,-9.99999,-9.99999,3.0E-4,9.0E-4,0.0019,0.00212,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS032,CS-14,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02507a,NA,850,250,326.08,159.85,CRNSM02790,NA,-9999,-9999,-9999,S154,-82.244681,35.286401,1484.42512908778,3741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000081a,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.6,Linari,ND,47.6,3.5,124000.0,4000.0,124000.0,4000.0,SUERC,1.0,1.519,1.0,1.0,07KNSTD,0.985,1.497,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,7.82,0.00937,35.36,-9999.99,666.8,132.45,-9.99999,-9.99999,-9.99999,-9.99999,3.1E-4,8.8E-4,0.00185,0.00207,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS033,CS-14 (rep),WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02507a,NA,850,250,326.08,159.85,CRNSM02790,NA,-9999,-9999,-9999,S154,-82.244681,35.286401,1484.42512908778,3759,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000005d7,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,17.91,Linari,ND,15.8,1.2,321000.0,6490.0,321000.0,6490.0,LLNL-CAMS,1.0,1.273,1.0,1.0,07KNSTD,0.996,1.267,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.52,0.00295,11.15,-9999.99,447.43,165.39,-9.99999,-9.99999,-9.99999,-9.99999,6.0E-5,2.6E-4,6.1E-4,6.7E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS034,CS-15,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02508a,NA,850,250,151.08,130.92,CRNSM02791,NA,-9999,-9999,-9999,S154,-82.182302,35.343799,1372.5470597267004,2858,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000003ca,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,12.96,Linari,ND,15.8,1.2,422000.0,8070.0,422000.0,8070.0,LLNL-CAMS,1.0,1.79,1.0,1.0,07KNSTD,0.996,1.781,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.46,0.00307,11.6,-9999.99,905.11,132.71,-9.99999,-9.99999,-9.99999,-9.99999,6.0E-5,2.1E-4,6.1E-4,6.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS035,CS-16,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02509a,NA,850,250,213.6,100.39,CRNSM02792,NA,-9999,-9999,-9999,S154,-82.383147,35.543875,1398.6819429778247,1781,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000072f,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,5.9,Linari,ND,20.7,1.6,355617.0,10500.0,355617.0,10500.0,SUERC,1.0,1.98,1.0,1.0,07KNSTD,0.996,1.973,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.22,0.00407,15.34,-9999.99,985.88,106.53,-9.99999,-9.99999,-9.99999,-9.99999,1.3E-4,2.7E-4,8.0E-4,8.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS036,CS-17,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02510a,NA,850,250,214.01,82.48,CRNSM02793,NA,-9999,-9999,-9999,S154,-82.311445,35.548107,1458.081132075472,3442,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000007ed,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,3.26,Linari,ND,12.1,0.9,513000.0,9840.0,513000.0,9840.0,LLNL-CAMS,1.0,1.685,1.0,1.0,07KNSTD,0.997,1.68,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.9,0.00236,8.89,-9999.99,804.16,64.09,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-5,1.6E-4,4.8E-4,5.0E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS037,CS-18,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02511a,NA,850,250,172.95,103.52,CRNSM02794,NA,-9999,-9999,-9999,S154,-82.330604,35.623807,1310.181663837012,3697,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000006ff,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,7.07,Linari,ND,33.3,2.5,188000.0,4960.0,188000.0,4960.0,LLNL-CAMS,1.0,1.557,1.0,1.0,07KNSTD,0.994,1.547,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,5.18,0.00628,23.69,-9999.99,696.73,106.65,-9.99999,-9.99999,-9.99999,-9.99999,1.7E-4,5.5E-4,0.00125,0.00137,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS038,CS-19,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02512a,NA,850,250,246.68,109.65,CRNSM02795,NA,-9999,-9999,-9999,S154,-82.21889,35.636295,1321.4436349693258,3365,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000004e6,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,LLNL-CAMS,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,36.09,Linari,ND,29.0,2.2,211000.0,6570.0,211000.0,6570.0,LLNL-CAMS,1.0,1.559,1.0,1.0,07KNSTD,0.996,1.553,USA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,4.62,0.00559,21.08,-9999.99,670.07,161.02,-9.99999,-9.99999,-9.99999,-9.99999,1.8E-4,4.8E-4,0.00111,0.00122,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000094,S154WTS039,CS-20,WGS84_UTM_17N,32617,2016,Linari:2016appalachian,10.1002/esp.4051,Earth_Surf_Proc_Land_42,Appalachians Mts.,NA,not applicable,not applicable,CRNST02513a,NA,850,250,188.66,105.53,CRNSM02796,NA,-9999,-9999,-9999,S154,-82.176512,35.625507,1320.9454241410765,2388,"{""type"":""MultiPoint"",""coordinates"":[]}"
